"geom:Surface_Geometry_Min_Max:2       geom:maximum_subspacecraft_azimuth:1 ","Attribute","maximum_subspacecraft_azimuth","n/a","geom","The maximum_subspacecraft_azimuth attribute identifies the final end of the range of values for subspacecraft azimuth in an image. Note that since subspacecraft azimuth has values in [0,360], if the range in the image crosses the horizontal reference corresponding to zero, the value of minimum_subspacecraft_azimuth will be greater than the value of the maximum_subspacecraft_azimuth. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Min_Max:2       geom:minimum_subspacecraft_latitude:1","Attribute","minimum_subspacecraft_latitude","n/a","geom","The minimum_subspacecraft_latitude attribute identifies the initial end of the range of values for subspacecraft latitude in an image. ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Min_Max:2       geom:maximum_subspacecraft_latitude:1","Attribute","maximum_subspacecraft_latitude","n/a","geom","The maximum_subspacecraft_latitude attribute identifies the final end of the range of values for subspacecraft latitude in an image. ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Min_Max:2       geom:minimum_subspacecraft_longitude:1","Attribute","minimum_subspacecraft_longitude","n/a","geom","The minimum_subspacecraft_longitude attribute identifies the initial end of the range of values for subspacecraft longitude. Note that since subspacecraft longitude has values in [0,360], if the range in the product crosses the prime meridian, the value of minimum_subspacecraft_longitude will be greater than the value of the maximum_subspacecraft_longitude. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Min_Max:2       geom:maximum_subspacecraft_longitude:1","Attribute","maximum_subspacecraft_longitude","n/a","geom","The maximum_subspacecraft_longitude attribute identifies the final end of the range of values for subspacecraft longitude in an image. Note that since subspacecraft longitude has values in [0,360], if the range in the product crosses the prime meridian, the value of minimum_subspacecraft_longitude will be greater than the value of the maximum_subspacecraft_longitude. ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:1   ","Class","Surface_Geometry_Start_Stop","1.0.0.0","geom","The Surface_Geometry_Start_Stop class contains attributes providing surface geometry parameters given as pairs corresponding to the beginning and end of the observation. For a parameter, if either the start or stop parameter is given, both must be provided. If any values from this class are included in the label, the parameters geometry_start_time_utc and geometry_stop_time_utc must be given in the enclosing Geometry_Orbiter class. ","geo","","","","","","","","","","",""
"geom:Surface_Geometry_Start_Stop:2    geom:lat_long_method:1               ","Attribute","lat_long_method","n/a","geom","The lat_long_method is used with the attributes start_latitude, stop_latitude, start_longitude and stop_longitude. For most observations these parameters would be multivalued. lat_long_method is used to characterize the start and stop latitude and longitude. The possible values are: 'center' indicating the latitude and longitude values are those at the center of the field of view at the beginning and end of the observation. 'median' indicating the latitude and longitude values are the median values at the beginning and end of the observation. 'mean' indicating the latitude and longitude values are the mean values at the beginning and end of the observation. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Surface_Geometry_Start_Stop:2    geom:lat_long_method:2                Value:Center","Value","Center","","","The latitude and longitude values given using start_ and stop_ latitude and longitude are those at the center of the field of view at the beginning and end of the observation. "
"geom:Surface_Geometry_Start_Stop:2    geom:lat_long_method:2                Value:Mean","Value","Mean","","","The latitude and longitude values given using start_ and stop_ latitude and longitude are the mean values at the beginning and end of the observation. "
"geom:Surface_Geometry_Start_Stop:2    geom:lat_long_method:2                Value:Median","Value","Median","","","The latitude and longitude values given using start_ and stop_ latitude and longitude are the median values at the beginning and end of the observation. "
"geom:Surface_Geometry_Start_Stop:2    geom:start_latitude:1                ","Attribute","start_latitude","n/a","geom","The start_latitude attribute identifies the value of the Planetocentric latitude at the beginning of the observation (geometry_start_time_utc). When either start_latitude or stop_latitude is used, both must be used. In addition the attribute lat_long_method must be used. ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:stop_latitude:1                 ","Attribute","stop_latitude","n/a","geom","The stop_latitude attribute identifies the value of the Planetocentric latitude at the end of the observation (geometry_stop_time_utc). When either start_latitude or stop_latitude is used, both must be used. In addition the attribute lat_long_method must be used. ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:start_longitude:1               ","Attribute","start_longitude","n/a","geom","The start_longitude attribute identifies the value of the Planetocentric longitude at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:stop_longitude:1                ","Attribute","stop_longitude","n/a","geom","The stop_longitude attribute identifies the value of the Planetocentric longitude at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:start_subsolar_azimuth:1        ","Attribute","start_subsolar_azimuth","n/a","geom","The start_subsolar_azimuth attribute identifies the value of the subsolar azimuth at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:stop_subsolar_azimuth:1         ","Attribute","stop_subsolar_azimuth","n/a","geom","The stop_subsolar_azimuth attribute identifies the value of the subsolar azimuth at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:start_subsolar_latitude:1       ","Attribute","start_subsolar_latitude","n/a","geom","The start_subsolar_latitude attribute identifies the value of the subsolar latitude at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:stop_subsolar_latitude:1        ","Attribute","stop_subsolar_latitude","n/a","geom","The stop_subsolar_latitude attribute identifies the value of the subsolar latitude at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:start_subsolar_longitude:1      ","Attribute","start_subsolar_longitude","n/a","geom","The start_subsolar_longitude attribute identifies the value of the subsolar longitude at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:stop_subsolar_longitude:1       ","Attribute","stop_subsolar_longitude","n/a","geom","The stop_subsolar_longitude attribute identifies the value of the subsolar longitude at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:start_subspacecraft_azimuth:1   ","Attribute","start_subspacecraft_azimuth","n/a","geom","The start_subspacecraft_azimuth attribute identifies the value of the subspacecraft azimuth at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:stop_subspacecraft_azimuth:1    ","Attribute","stop_subspacecraft_azimuth","n/a","geom","The stop_subspacecraft_azimuth attribute identifies the value of the subspacecraft azimuth at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:start_subspacecraft_latitude:1  ","Attribute","start_subspacecraft_latitude","n/a","geom","The start_subspacecraft_latitude attribute identifies the value of the subspacecraft latitude at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:stop_subspacecraft_latitude:1   ","Attribute","stop_subspacecraft_latitude","n/a","geom","The stop_subspacecraft_latitude attribute identifies the value of the subspacecraft latitude at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:start_subspacecraft_longitude:1 ","Attribute","start_subspacecraft_longitude","n/a","geom","The start_subspacecraft_longitude attribute identifies the value of the subspacecraft longitude at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry_Start_Stop:2    geom:stop_subspacecraft_longitude:1  ","Attribute","stop_subspacecraft_longitude","n/a","geom","The stop_subspacecraft_longitude attribute identifies the value of the subspacecraft longitude at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Surface_Geometry:1              ","Class","Surface_Geometry","1.0.0.0","geom","The Surface_Geometry class is a container for surface geometry classes. ","geo","","","","","","","","","","",""
"geom:Surface_Geometry:2               pds:comment:1                       ","Attribute","comment","n/a","pds","The comment attribute is a character string expressing one or more remarks or thoughts relevant to the object.","pds","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Illumination_Specific:1         ","Class","Illumination_Specific","1.0.0.0","geom","The Illumination_Specific class contains attributes providing illumination parameters at a single location in the field of view. That location is specified by using one, and only one of reference_location, reference_pixel_location, or Reference_Pixel, If reference_location is used, and indicates a point on a target, the target must be the one specified using Geometry_Target_Identification in the parent Geometry_Orbiter class. The provided value for each illumination attribute must correspond to the time given by geometry_reference_time_utc. ","geo","","","","","","","","","","",""
"geom:Illumination_Specific:2          geom:reference_location:1            ","Attribute","reference_location","n/a","geom","The reference_location indicates the position to which values in the containing class apply. If the reference location is on a target, the target is the one specified in the parent Geometry_Orbiter class. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Illumination_Specific:2          geom:reference_location:2             Value:Boresight Intercept ","Value","Boresight Intercept Point","","","Values were determined for the point where the boresight vector intersects the designated target. "
"geom:Illumination_Specific:2          geom:reference_location:2             Value:Constant","Value","Constant","","","Constant is used when the pixel scale does not vary, e.g., for telecentric lenses, maps, or cameras that look at constant, fixed targets, such as microscope stages. "
"geom:Illumination_Specific:2          geom:reference_location:2             Value:Subspacecraft Point","Value","Subspacecraft Point","","","Values were determined for the subspacecraft point on the designated target. "
"geom:Illumination_Specific:2          geom:reference_location:2             Value:Target Center","Value","Target Center","","","Values were determined for the center of the designated target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:1      ","Attribute","reference_pixel_location","n/a","geom","The reference_pixel_location indicates the position of the pixel to which values in the containing class apply. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Center","Value","Center","","","Values were determined for the intersection of a vector through the center of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Lower Left Corner","Value","Lower Left Corner","","","Values were determined for the intersection of a vector through the lower left corner of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Lower Right Corner","Value","Lower Right Corner","","","Values were determined for the intersection of a vector through the lower right corner of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Upper Left Corner","Value","Upper Left Corner","","","Values were determined for the intersection of a vector through the upper left corner of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Upper Right Corner","Value","Upper Right Corner","","","Values were determined for the intersection of a vector through the upper right corner of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:emission_angle:1                ","Attribute","emission_angle","n/a","geom","The emission_angle element provides the value of the angle between the surface normal vector at the intercept point and a vector from the intercept point to the spacecraft. The emission_angle varies from 0 degrees when the spacecraft is viewing the subspacecraft point (nadir viewing) to 90 degrees when the intercept is tangent to the surface of the target body. Thus, higher values of emission_angle indicate more oblique viewing of the target. Values in the range of 90 to 180 degrees are possible for ring data. ","geo","ASCII_Real","1","4","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Specific:2          geom:incidence_angle:1               ","Attribute","incidence_angle","n/a","geom","The incidence_angle element provides a measure of the lighting condition at the intercept point. Incidence angle is the angle between the local vertical at the intercept point (surface) and a vector from the intercept point to the sun. The incidence_angle varies from 0 degrees when the intercept point coincides with the subsolar point to 90 degrees when the intercept point is at the terminator (i.e., in the shadowed or dark portion of the target body). ","geo","ASCII_Real","1","4","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Specific:2          geom:phase_angle:1                   ","Attribute","phase_angle","n/a","geom","The phase_angle element provides a measure of the relationship between the instrument viewing position and incident illumination (such as solar light). Phase angle is measured at the target; it is the angle between a vector to the illumination source and a vector to the instrument. If illumination is from behind the instrument, phase_angle will be small. ","geo","ASCII_Real","1","4","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Specific:2          geom:solar_elongation:1              ","Attribute","solar_elongation","n/a","geom","The solar_elongation element gives the angle between the line of sight of observation and the direction of the Sun. Note: For IRAS: The line of sight of observation is the boresight of the telescope as measured by the satellite sun sensor. ","geo","ASCII_Real","1","4","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:1          ","Class","Illumination_Min_Max","1.0.0.0","geom","The Illumination_Min_Max class contains attributes providing illumination parameters as minimum/maximum pairs. For any given illumination parameter if one of minimum or maximum is given, both must be given. If a target is specified using the Geometry_Target_Identification class in the Orbiter_Identification class under the same parent Geometry_Orbiter class, the min-max pairs for each illumination parameter provide the range of that parameter in the observation on that target. Otherwise the pair provides the range for the entire field of view. ","geo","","","","","","","","","","",""
"geom:Illumination_Min_Max:2           geom:minimum_emission_angle:1        ","Attribute","minimum_emission_angle","n/a","geom","The minimum_emission_angle attribute provides the smallest value during the observation for the emission angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:maximum_emission_angle:1        ","Attribute","maximum_emission_angle","n/a","geom","The maximum_emission_angle element provides the largest value during the observation for the emission angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:minimum_incidence_angle:1       ","Attribute","minimum_incidence_angle","n/a","geom","The minimum_incidence_angle attribute provides the smallest value during the observation for the incidence angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:maximum_incidence_angle:1       ","Attribute","maximum_incidence_angle","n/a","geom","The maximum_incidence_angle element provides the largest value during the observation for the incidence angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:minimum_phase_angle:1           ","Attribute","minimum_phase_angle","n/a","geom","The minimum_phase_angle attribute provides the smallest value during the observation for the phase angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:maximum_phase_angle:1           ","Attribute","maximum_phase_angle","n/a","geom","The maximum_phase_angle element provides the largest value during the observation for the phase angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:minimum_solar_elongation:1      ","Attribute","minimum_solar_elongation","n/a","geom","The minimum_solar_elongation attribute provides the smallest value during the observation for the solar elongation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:maximum_solar_elongation:1      ","Attribute","maximum_solar_elongation","n/a","geom","The maximum_solar_elongation element provides the largest value during the observation for the solar elongation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:1       ","Class","Illumination_Start_Stop","1.0.0.0","geom","The Illumination_Start_Stop class contains attributes providing illumination parameters as pairs corresponding to the beginning and end of the observation. If either the start or stop parameter is given, both must be provided. If any values from this class are included in the label, the parameters geometry_start_time_utc and geometry_stop_time_utc must be given in the enclosing Geometry_Orbiter class. If a target is specified using the Geometry_Target_Identification class in the Orbiter_Identification class under the parent Geometry_Orbiter class, the start-stop pairs for each illumination parameter provide the range of that parameter in the observation on that target. Otherwise the pair provides the range for the entire field of view. ","geo","","","","","","","","","","",""
"geom:Illumination_Start_Stop:2        geom:start_emission_angle:1          ","Attribute","start_emission_angle","n/a","geom","The start_emission_angle attribute provides the value at the beginning of the observation (geometry_start_time_utc) for the emission angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:stop_emission_angle:1           ","Attribute","stop_emission_angle","n/a","geom","The stop_emission_angle attribute provides the value at the end of the observation (geometry_stop_time_utc) for the emission angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:start_incidence_angle:1         ","Attribute","start_incidence_angle","n/a","geom","The start_incidence_angle attribute provides the value at the beginning of the observation (geometry_start_time_utc) for the incidence angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:stop_incidence_angle:1          ","Attribute","stop_incidence_angle","n/a","geom","The stop_incidence_angle attribute provides the value at the end of the observation (geometry_stop_time_utc) for the incidence angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:start_phase_angle:1             ","Attribute","start_phase_angle","n/a","geom","The start_phase_angle attribute provides the value at the beginning of the observation (geometry_start_time_utc) for the phase angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:stop_phase_angle:1              ","Attribute","stop_phase_angle","n/a","geom","The stop_phase_angle attribute provides the value at the end of the observation (geometry_stop_time_utc) for the phase angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:start_solar_elongation:1        ","Attribute","start_solar_elongation","n/a","geom","The start_solar_elongation attribute provides the value at the beginning of the observation (geometry_start_time_utc) for the solar elongation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:stop_solar_elongation:1         ","Attribute","stop_solar_elongation","n/a","geom","The stop_solar_elongation attribute provides the value at the end of the observation (geometry_stop_time_utc) for the solar elongation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Geometry:1         ","Class","Illumination_Geometry","1.0.0.0","geom","The Illumination_Geometry class is a container for illumination geometry classes.","geo","","","","","","","","","","",""
"geom:Illumination_Geometry:2          pds:comment:1                       ","Attribute","comment","n/a","pds","The comment attribute is a character string expressing one or more remarks or thoughts relevant to the object.","pds","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Vector_Cartesian_Position_Base:1","Class","Vector_Cartesian_Position_Base","1.0.0.0","geom","The Vector_Cartesian_Position_Base is a three dimensional, rectangular coordinates vector. Uses units of length. The included attributes are not sufficient to identify the endpoints of the vector. ","geo","","","","","","","","","","",""
"geom:Vector_Cartesian_Position_Base:2 geom:x_position:1                    ","Attribute","x_position","n/a","geom","The x component of a Cartesian position vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Cartesian_Position_Base:2 geom:y_position:1                    ","Attribute","y_position","n/a","geom","The y component of a Cartesian position vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Cartesian_Position_Base:2 geom:z_position:1                    ","Attribute","z_position","n/a","geom","The z component of a Cartesian position vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Cartesian_Position_Extended_Base:1","Class","Vector_Cartesian_Position_Extended_Base","1.0.0.0","geom","The Vector_Cartesian_Position_Extended_Base is a three dimensional, rectangular coordinates vector. Uses units of length. The included attributes are not sufficient to identify the endpoints of the vector. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Vector_Cartesian_Position_Extended_Base:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio) was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Vector_Cartesian_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Cartesian_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Cartesian_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Cartesian_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Cartesian_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Cartesian_Position_Extended_Base:2 cart:x_position:1                    ","Attribute","x_position","n/a","cart","The x component of a Cartesian position vector.","img","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Cartesian_Position_Extended_Base:2 cart:y_position:1                    ","Attribute","y_position","n/a","cart","The y component of a Cartesian position vector.","img","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Cartesian_Position_Extended_Base:2 cart:z_position:1                    ","Attribute","z_position","n/a","cart","The z component of a Cartesian position vector.","img","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Cartesian_Velocity_Base:1","Class","Vector_Cartesian_Velocity_Base","1.0.0.0","geom","The Vector_Cartesian_Velocity_Base is a three dimensional, rectangular coordinates vector. Uses units of linear velocity. The included attributes are not sufficient to identify the endpoints of the vector. ","geo","","","","","","","","","","",""
"geom:Vector_Cartesian_Velocity_Base:2 geom:x_velocity:1                    ","Attribute","x_velocity","n/a","geom","The x component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Vector_Cartesian_Velocity_Base:2 geom:y_velocity:1                    ","Attribute","y_velocity","n/a","geom","The y component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Vector_Cartesian_Velocity_Base:2 geom:z_velocity:1                    ","Attribute","z_velocity","n/a","geom","The z component of a Cartesian velocity vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Vector_Cartesian_Velocity_Extended_Base:1","Class","Vector_Cartesian_Velocity_Extended_Base","1.0.0.0","geom","The Vector_Cartesian_Velocity_Extended_Base is a three dimensional, rectangular coordinates vector. Uses units of linear velocity. The included attributes are not sufficient to identify the endpoints of the vector. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Vector_Cartesian_Velocity_Extended_Base:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio) was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Vector_Cartesian_Velocity_Extended_Base:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Cartesian_Velocity_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Cartesian_Velocity_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Cartesian_Velocity_Extended_Base:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
